,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_EDUCATION_TYPE,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,REGION_RATING_CLIENT_W_CITY,APPL_DATETIME,DATE_BIRTH
173362,0,Cash loans,M,Y,N,292500,403249.5,19741.5,283500,Higher education,House / apartment,0.035792,2,4/21/2016 21:27,8/8/1957
103830,0,Cash loans,M,Y,Y,157500,760225.5,51138,679500,Higher education,House / apartment,0.006207,2,3/7/2016 20:40,22-10-1962
156358,0,Cash loans,M,N,Y,202500,622413,26500.5,495000,Secondary / secondary special,House / apartment,0.00733,2,12/6/2017 0:51,31-10-1964
109791,0,Cash loans,F,N,N,90000,808650,22365,675000,Secondary / secondary special,House / apartment,0.010556,3,10/6/2015 17:42,14-01-1951
163105,0,Cash loans,F,N,Y,247500,790830,62613,675000,Secondary / secondary special,House / apartment,0.04622,1,1/26/2017 8:32,1/5/1992
135899,1,Cash loans,F,Y,Y,135000,1113840,47322,900000,Secondary / secondary special,House / apartment,0.011657,1,2/10/2016 21:32,5/10/1990
47147,0,Cash loans,M,Y,Y,135000,459000,19575,459000,Secondary / secondary special,House / apartment,0.028663,2,12/6/2016 15:48,23-06-1964
52202,0,Cash loans,F,N,Y,126000,125640,6552,90000,Secondary / secondary special,House / apartment,0.009549,2,5/9/2016 16:33,21-05-1954
121273,0,Cash loans,M,N,N,225000,619254,23076,553500,Higher education,House / apartment,0.025164,2,2/19/2015 7:59,18-04-1979
132412,0,Cash loans,F,N,Y,315000,273636,29164.5,247500,Secondary / secondary special,House / apartment,0.031329,2,9/18/2017 17:55,10/12/1957
157022,0,Cash loans,F,N,Y,47250,284400,13963.5,225000,Higher education,House / apartment,0.006207,2,2/16/2015 10:03,25-10-1985
89223,0,Revolving loans,M,N,Y,117000,180000,9000,180000,Secondary / secondary special,House / apartment,0.016612,2,8/18/2018 14:24,17-06-1975
128144,0,Cash loans,M,N,Y,180000,490500,23724,490500,Secondary / secondary special,House / apartment,0.026392,2,6/30/2017 2:25,9/2/1994
155589,0,Cash loans,F,N,Y,180000,566055,18387,472500,Higher education,House / apartment,0.006629,2,4/17/2016 6:03,8/2/1975
131674,0,Cash loans,F,N,N,81000,417024,32400,360000,Higher education,House / apartment,0.010006,1,12/27/2017 2:19,25-07-1960
140366,0,Cash loans,F,N,N,90000,1125000,32895,1125000,Secondary / secondary special,Municipal apartment,0.020713,3,7/27/2016 8:59,26-12-1964
97890,0,Cash loans,M,N,Y,126000,599778,30753,477000,Higher education,House / apartment,0.035792,2,3/1/2016 6:09,19-03-1992
112004,0,Cash loans,F,N,Y,135000,787131,26145,679500,Secondary / secondary special,House / apartment,0.008866,2,8/12/2015 13:18,5/3/1992
185163,0,Cash loans,F,N,N,270000,608166,57874.5,585000,Higher education,House / apartment,0.02461,2,5/6/2015 22:51,16-08-1965
69985,0,Cash loans,F,N,Y,175500,588465,27396,468000,Secondary / secondary special,House / apartment,0.005313,2,8/20/2018 9:55,27-03-1976
141493,0,Cash loans,F,Y,Y,180000,816660,26473.5,585000,Secondary / secondary special,House / apartment,0.030755,2,9/18/2015 4:09,11/12/1963
106468,0,Cash loans,M,Y,Y,90000,56034,6075,49500,Secondary / secondary special,House / apartment,0.00712,2,11/5/2016 12:17,23-07-1965
144716,0,Cash loans,F,N,Y,90000,201663,16060.5,166500,Secondary / secondary special,House / apartment,0.01885,2,10/17/2017 14:00,16-06-1988
111837,0,Cash loans,F,N,Y,135000,225171,11623.5,171000,Secondary / secondary special,House / apartment,0.019101,2,6/1/2017 5:00,9/2/1975
75974,0,Cash loans,F,N,Y,157500,940500,27630,940500,Secondary / secondary special,House / apartment,0.018634,2,8/20/2017 14:45,9/3/1996
172519,0,Cash loans,F,N,Y,360000,1006920,45630,900000,Secondary / secondary special,House / apartment,0.035792,2,6/5/2015 13:43,23-07-1979
144413,0,Cash loans,M,Y,Y,360000,675000,32602.5,675000,Higher education,House / apartment,0.028663,2,7/10/2017 13:05,11/5/1988
161728,0,Cash loans,M,Y,Y,270000,824823,24246,688500,Secondary / secondary special,House / apartment,0.014464,2,1/16/2015 12:16,8/10/1983
120151,0,Cash loans,F,N,Y,135000,319500,25371,319500,Secondary / secondary special,House / apartment,0.018209,3,8/21/2015 5:49,18-05-1989
104422,0,Cash loans,M,N,Y,99000,1024740,52452,900000,Secondary / secondary special,House / apartment,0.030755,2,12/15/2016 19:02,30-06-1988
53373,0,Cash loans,F,N,Y,135000,973710,28597.5,697500,Secondary / secondary special,House / apartment,0.018029,2,9/1/2015 20:16,24-10-1962
177516,0,Cash loans,F,Y,Y,225000,1312110,52038,1125000,Higher education,House / apartment,0.02461,2,3/3/2015 22:37,6/11/1952
164316,0,Cash loans,F,Y,Y,81000,164182.5,17680.5,148500,Secondary / secondary special,House / apartment,0.02461,2,4/14/2018 10:01,2/1/1991
73854,0,Revolving loans,M,Y,Y,135000,180000,9000,180000,Higher education,House / apartment,0.015221,2,12/5/2017 3:33,31-03-1972
64958,0,Cash loans,M,N,Y,315000,256500,20394,256500,Secondary / secondary special,House / apartment,0.018209,3,9/13/2018 23:10,2/11/1991
108418,0,Cash loans,F,Y,N,292500,135000,14323.5,135000,Lower secondary,House / apartment,0.007305,3,7/25/2016 7:42,27-12-1960
47381,0,Cash loans,F,N,Y,90000,284400,16011,225000,Secondary / secondary special,House / apartment,0.018801,2,2/28/2017 21:52,12/1/1982
116928,0,Cash loans,F,N,N,360000,1350000,129505.5,1350000,Higher education,House / apartment,0.009657,2,10/27/2017 20:24,22-07-1991
163429,0,Cash loans,M,N,N,202500,125136,7312.5,99000,Secondary / secondary special,With parents,0.008575,2,9/2/2018 4:59,6/11/1955
86873,0,Revolving loans,F,N,Y,67500,202500,10125,202500,Higher education,House / apartment,0.026392,2,8/12/2015 6:40,13-12-1967
104493,1,Cash loans,F,N,Y,180000,305640,34695,270000,Secondary / secondary special,House / apartment,0.020713,3,1/24/2015 13:19,14-11-1986
119305,0,Cash loans,F,N,Y,90000,177903,8685,148500,Secondary / secondary special,House / apartment,0.018634,2,8/30/2015 4:41,14-12-1978
96747,0,Revolving loans,F,N,Y,90000,180000,9000,180000,Incomplete higher,With parents,0.031329,2,10/12/2016 6:16,24-09-1962
141819,0,Cash loans,F,N,Y,67500,225000,8482.5,225000,Secondary / secondary special,House / apartment,0.010276,2,12/25/2018 10:52,11/1/1977
97105,0,Cash loans,F,N,Y,360000,1237684.5,47272.5,1138500,Secondary / secondary special,House / apartment,0.04622,1,6/5/2018 23:05,19-05-1989
101812,0,Cash loans,F,N,Y,247500,938304,31140,810000,Higher education,House / apartment,0.009175,2,6/19/2018 19:33,21-02-1967
152646,0,Revolving loans,F,N,N,112500,135000,6750,135000,Secondary / secondary special,With parents,0.018801,2,10/24/2016 3:41,21-11-1954
193323,0,Cash loans,M,Y,N,180000,450000,20979,450000,Secondary / secondary special,Office apartment,0.010032,2,7/2/2016 16:05,11/7/1950
184682,0,Cash loans,F,N,Y,67500,204858,8676,171000,Secondary / secondary special,House / apartment,0.00702,2,6/10/2018 0:55,25-06-1958
170159,0,Cash loans,M,Y,N,135000,1125000,29677.5,1125000,Higher education,House / apartment,0.026392,2,7/29/2015 5:18,18-12-1983
64186,0,Cash loans,F,N,Y,67500,254700,14350.5,225000,Secondary / secondary special,House / apartment,0.032561,1,12/31/2016 19:50,2/6/1963
175699,1,Cash loans,F,N,Y,216000,515529,26451,391500,Secondary / secondary special,House / apartment,0.020713,3,11/5/2018 0:41,6/7/1980
94825,0,Cash loans,M,Y,Y,153000,675000,32472,675000,Secondary / secondary special,House / apartment,0.01885,2,8/2/2016 9:36,23-08-1950
105752,0,Cash loans,M,Y,N,270000,781879.5,52249.5,724500,Secondary / secondary special,Office apartment,0.04622,1,9/22/2018 20:20,8/7/1984
158341,0,Cash loans,F,Y,N,114750,593010,17469,495000,Secondary / secondary special,House / apartment,0.035792,2,4/26/2018 1:51,12/10/1989
56390,0,Revolving loans,F,N,Y,90000,247500,12375,247500,Secondary / secondary special,House / apartment,0.016612,2,2/23/2015 12:54,24-01-1958
167051,0,Cash loans,F,N,N,162000,254700,20250,225000,Secondary / secondary special,House / apartment,0.018634,2,7/4/2015 15:49,2/2/1966
134528,0,Cash loans,M,N,Y,337500,2517300,66532.5,2250000,Secondary / secondary special,House / apartment,0.072508,1,4/25/2016 2:18,22-02-1967
80397,0,Cash loans,F,N,N,90000,562491,27189,454500,Higher education,House / apartment,0.035792,2,6/13/2017 23:58,14-01-1985
69580,0,Cash loans,F,N,Y,135000,188685,14944.5,157500,Secondary / secondary special,Municipal apartment,0.004849,2,7/20/2017 9:38,22-06-1966
130989,0,Cash loans,M,Y,Y,135000,450000,35554.5,450000,Secondary / secondary special,House / apartment,0.016612,2,8/12/2018 5:45,22-01-1952
106388,0,Cash loans,F,N,Y,103500,178290,9625.5,157500,Secondary / secondary special,House / apartment,0.010032,2,10/31/2016 23:38,13-05-1995
189584,0,Cash loans,F,N,Y,180000,545040,25537.5,450000,Secondary / secondary special,House / apartment,0.032561,1,11/5/2018 1:21,5/2/1986
113468,1,Cash loans,F,N,Y,63000,127350,7438.5,112500,Secondary / secondary special,House / apartment,0.019101,2,7/25/2018 20:00,18-02-1995
182527,0,Cash loans,F,N,Y,225000,781920,61906.5,675000,Secondary / secondary special,House / apartment,0.04622,1,5/2/2018 1:41,1/1/1956
170196,0,Cash loans,F,Y,Y,157500,838453.5,42939,688500,Higher education,With parents,0.020713,3,9/19/2017 6:02,27-01-1962
132096,0,Revolving loans,F,N,Y,135000,270000,13500,270000,Secondary / secondary special,House / apartment,0.018029,2,2/5/2015 10:45,8/7/1980
160368,0,Cash loans,F,N,Y,45900,427450.5,25960.5,369000,Secondary / secondary special,House / apartment,0.002134,3,1/2/2018 21:43,3/6/1981
127369,0,Cash loans,F,N,N,103500,808650,23773.5,675000,Secondary / secondary special,House / apartment,0.016612,2,9/19/2018 13:39,14-12-1974
46521,1,Cash loans,F,N,Y,135000,1288350,37795.5,1125000,Secondary / secondary special,House / apartment,0.01885,2,7/29/2017 10:13,26-08-1967
53737,0,Cash loans,M,Y,N,382500,1256400,44644.5,900000,Incomplete higher,House / apartment,0.006207,2,6/7/2015 2:24,25-09-1961
101881,1,Cash loans,M,N,Y,180000,550980,40221,450000,Secondary / secondary special,House / apartment,0.008068,3,1/7/2015 12:40,7/1/1960
119877,0,Revolving loans,M,Y,Y,135000,135000,6750,135000,Secondary / secondary special,House / apartment,0.035792,2,10/30/2017 3:30,9/2/1968
154541,0,Cash loans,F,Y,Y,337500,1502941.5,52371,1372500,Higher education,House / apartment,0.009175,2,2/21/2017 22:46,20-01-1986
178597,0,Cash loans,M,Y,Y,540000,1462720.5,55714.5,1345500,Secondary / secondary special,House / apartment,0.04622,1,10/12/2015 20:40,9/8/1948
153819,0,Cash loans,M,Y,N,270000,876816,44896.5,720000,Secondary / secondary special,House / apartment,0.030755,2,12/22/2017 5:37,12/11/1953
177406,0,Cash loans,F,Y,Y,117000,321574.5,18085.5,265500,Secondary / secondary special,House / apartment,0.009657,2,5/22/2018 2:36,27-02-1955
125149,0,Cash loans,F,N,N,90000,840996,24718.5,702000,Secondary / secondary special,House / apartment,0.025164,2,11/27/2017 18:35,7/10/1953
69986,0,Revolving loans,F,N,Y,157500,180000,9000,180000,Incomplete higher,House / apartment,0.009657,2,7/9/2016 4:07,9/1/1964
141891,0,Cash loans,M,Y,Y,202500,314055,13963.5,238500,Secondary / secondary special,Municipal apartment,0.025164,2,4/2/2015 6:07,29-06-1947
50330,0,Cash loans,M,N,Y,67500,753840,24448.5,540000,Secondary / secondary special,House / apartment,0.020713,3,9/2/2015 20:44,9/10/1988
180510,0,Cash loans,F,N,Y,49500,231813,18333,193500,Higher education,House / apartment,0.01885,2,1/13/2016 23:29,26-03-1980
169521,0,Cash loans,F,N,N,157500,284400,22599,225000,Secondary / secondary special,House / apartment,0.016612,2,10/8/2016 1:31,21-11-1960
164115,0,Cash loans,M,Y,Y,202500,594121.5,32229,472500,Incomplete higher,House / apartment,0.032561,1,12/6/2017 22:42,17-09-1966
52481,0,Cash loans,F,N,N,315000,314055,16164,238500,Secondary / secondary special,House / apartment,0.020713,2,3/5/2017 12:12,17-04-1949
194664,0,Cash loans,M,Y,Y,405000,848745,37516.5,675000,Secondary / secondary special,House / apartment,0.025164,2,6/15/2018 5:59,14-05-1964
98333,0,Revolving loans,F,N,Y,112500,337500,16875,337500,Secondary / secondary special,House / apartment,0.026392,2,4/13/2016 1:29,26-12-1953
196685,0,Cash loans,M,Y,N,270000,450000,22977,450000,Secondary / secondary special,House / apartment,0.020246,3,3/6/2016 7:14,25-04-1957
167290,0,Cash loans,F,N,Y,225000,1971072,68643,1800000,Secondary / secondary special,House / apartment,0.018801,2,3/4/2015 0:24,22-11-1952
131281,0,Cash loans,F,N,Y,49500,130824,6097.5,103500,Secondary / secondary special,House / apartment,0.018801,2,8/18/2018 20:49,22-08-1973
100094,0,Cash loans,F,N,Y,112500,364032,26617.5,288000,Secondary / secondary special,House / apartment,0.0228,2,4/30/2017 9:56,12/8/1954
157053,0,Cash loans,F,N,Y,202500,1575000,43312.5,1575000,Secondary / secondary special,House / apartment,0.04622,1,12/4/2016 18:06,13-01-1969
183205,0,Cash loans,F,N,Y,117000,601470,30708,450000,Secondary / secondary special,House / apartment,0.035792,2,11/21/2015 9:58,9/1/1979
60890,0,Cash loans,F,N,Y,135000,824823,24241.5,688500,Secondary / secondary special,House / apartment,0.026392,2,11/7/2016 16:34,28-12-1991
57690,0,Cash loans,F,N,Y,157500,670500,36504,670500,Secondary / secondary special,House / apartment,0.026392,2,1/27/2015 22:03,21-06-1958
94333,0,Revolving loans,F,N,Y,225000,900000,45000,900000,Higher education,House / apartment,0.019689,2,10/31/2018 19:08,14-04-1952
46922,0,Cash loans,F,N,N,135000,654498,27729,585000,Secondary / secondary special,House / apartment,0.018634,2,12/11/2016 18:34,11/9/1960
194456,1,Cash loans,M,Y,Y,112500,396171,21622.5,342000,Incomplete higher,House / apartment,0.010556,3,2/3/2017 4:14,10/8/1962
101648,0,Cash loans,M,Y,Y,270000,1530000,58275,1530000,Secondary / secondary special,House / apartment,0.008474,2,2/4/2018 9:00,25-01-1983
194555,0,Cash loans,M,Y,Y,112500,900000,26446.5,900000,Secondary / secondary special,House / apartment,0.026392,2,11/19/2016 18:30,22-10-1988
164305,0,Cash loans,F,Y,Y,405000,1616107.5,44572.5,1444500,Higher education,Municipal apartment,0.072508,1,4/29/2017 19:02,18-12-1953
152797,0,Cash loans,F,N,Y,112500,900000,50256,900000,Higher education,House / apartment,0.028663,2,10/11/2015 15:07,18-03-1978
52187,0,Cash loans,F,N,Y,450000,681601.5,53851.5,616500,Higher education,Municipal apartment,0.04622,1,4/8/2016 3:20,1/4/1950
68962,0,Cash loans,F,N,Y,270000,2250000,68220,2250000,Higher education,House / apartment,0.011703,2,12/31/2015 23:16,20-02-1994
177572,0,Cash loans,F,N,Y,112500,1035000,30262.5,1035000,Secondary / secondary special,House / apartment,0.028663,2,4/30/2015 3:17,31-12-1960
174844,1,Cash loans,F,N,Y,135000,528633,21091.5,472500,Secondary / secondary special,With parents,0.031329,2,3/19/2017 16:11,10/5/1951
63354,0,Cash loans,F,N,Y,135000,269550,24853.5,225000,Secondary / secondary special,House / apartment,0.00702,2,10/3/2018 0:55,2/1/1997
185609,0,Cash loans,F,N,Y,292500,1065433.5,45270,913500,Higher education,House / apartment,0.0105,3,9/5/2016 8:49,23-05-1955
70976,0,Revolving loans,F,Y,Y,67500,810000,40500,810000,Secondary / secondary special,Office apartment,0.003818,2,10/11/2016 12:39,9/4/1994
69261,0,Cash loans,F,Y,Y,112500,229500,17887.5,229500,Secondary / secondary special,House / apartment,0.018209,3,1/3/2016 13:17,24-10-1984
47206,0,Cash loans,F,N,Y,180000,808650,23773.5,675000,Secondary / secondary special,House / apartment,0.008575,2,11/16/2015 5:51,10/9/1964
111298,0,Cash loans,F,N,N,292500,505642.5,27427.5,436500,Higher education,House / apartment,0.032561,1,4/13/2018 15:58,9/2/1959
177505,0,Cash loans,M,Y,N,157500,509922,48546,472500,Higher education,House / apartment,0.003069,3,9/19/2017 7:39,25-06-1954
114018,0,Cash loans,F,N,N,135000,729792,39010.5,630000,Secondary / secondary special,House / apartment,0.01885,2,12/29/2017 1:49,31-07-1965
162744,0,Cash loans,M,N,Y,112500,472500,25780.5,472500,Higher education,House / apartment,0.00733,2,2/4/2016 11:34,28-06-1948
117304,1,Cash loans,M,Y,Y,261000,315000,25015.5,315000,Higher education,House / apartment,0.009549,2,6/28/2015 16:40,5/1/1959
96270,1,Cash loans,F,Y,Y,180000,270000,13783.5,270000,Secondary / secondary special,House / apartment,0.011657,1,4/21/2015 23:28,10/6/1973
56031,0,Revolving loans,M,Y,Y,315000,630000,31500,630000,Secondary / secondary special,House / apartment,0.031329,2,1/24/2018 1:28,17-05-1961
80515,0,Cash loans,F,N,N,81000,227520,15331.5,180000,Secondary / secondary special,With parents,0.018029,3,1/25/2018 16:09,19-12-1952
176677,0,Cash loans,F,N,Y,67500,495000,14602.5,495000,Secondary / secondary special,House / apartment,0.01452,2,1/1/2018 8:59,30-11-1995
72723,0,Cash loans,F,N,N,76500,454500,13288.5,454500,Higher education,House / apartment,0.028663,2,11/21/2015 15:28,20-02-1989
144464,0,Cash loans,M,N,Y,292500,895500,69430.5,895500,Secondary / secondary special,House / apartment,0.026392,2,10/26/2016 2:03,17-01-1987
101400,0,Cash loans,M,Y,Y,360000,900000,48825,900000,Secondary / secondary special,House / apartment,0.019689,2,5/28/2018 16:51,1/11/1989
60920,0,Cash loans,M,N,Y,261000,1256400,44644.5,900000,Higher education,House / apartment,0.018801,2,7/9/2016 20:01,11/7/1975
84000,0,Cash loans,F,N,N,117000,490495.5,27387,454500,Higher education,House / apartment,0.026392,2,11/17/2016 6:21,10/2/1949
52485,0,Cash loans,F,N,Y,135000,942300,27679.5,675000,Secondary / secondary special,House / apartment,0.006207,2,9/5/2015 5:05,28-10-1973
94595,0,Cash loans,F,N,Y,225000,1288350,37800,1125000,Secondary / secondary special,House / apartment,0.009657,2,12/8/2015 8:14,19-03-1978
160475,0,Cash loans,F,N,N,301500,781920,61776,675000,Secondary / secondary special,With parents,0.035792,2,10/20/2016 16:09,6/4/1959
126132,0,Cash loans,F,Y,N,90000,625536,31936.5,540000,Higher education,House / apartment,0.022625,2,7/16/2016 22:15,28-06-1963
124825,0,Cash loans,F,N,Y,135000,207000,7564.5,207000,Secondary / secondary special,House / apartment,0.01452,2,11/4/2015 14:23,23-01-1989
162830,0,Cash loans,F,Y,Y,135000,331920,16096.5,225000,Secondary / secondary special,House / apartment,0.019689,2,6/14/2016 5:38,25-12-1951
171592,0,Cash loans,F,N,Y,157500,157500,12316.5,157500,Higher education,House / apartment,0.028663,2,1/13/2016 0:10,11/4/1984
143343,1,Cash loans,M,Y,Y,144000,270000,14134.5,270000,Secondary / secondary special,House / apartment,0.020713,3,1/20/2017 7:06,1/9/1991
182372,0,Cash loans,F,Y,N,76500,490495.5,27387,454500,Higher education,House / apartment,0.019101,2,8/10/2016 2:34,14-05-1991
117300,0,Cash loans,F,Y,Y,315000,724630.5,50431.5,684000,Secondary / secondary special,House / apartment,0.002134,3,10/12/2017 6:33,22-11-1995
181295,0,Cash loans,F,N,Y,225000,1057266,44923.5,945000,Secondary / secondary special,House / apartment,0.010643,2,1/8/2017 12:46,28-03-1963
92427,0,Cash loans,F,N,Y,131481,808650,23773.5,675000,Secondary / secondary special,House / apartment,0.002134,3,11/27/2018 22:50,5/6/1973
75735,0,Cash loans,M,N,Y,427500,865953,47106,774000,Secondary / secondary special,House / apartment,0.072508,1,5/19/2015 12:24,23-07-1963
189222,1,Cash loans,M,Y,Y,234000,384048,18810,270000,Secondary / secondary special,House / apartment,0.072508,1,1/2/2018 13:52,23-11-1964
122177,0,Cash loans,F,N,N,270000,675000,24246,675000,Secondary / secondary special,House / apartment,0.04622,1,6/2/2016 19:17,11/7/1960
114681,0,Cash loans,M,Y,Y,225000,403083,31324.5,373500,Secondary / secondary special,House / apartment,0.030755,2,10/18/2015 23:50,2/4/1949
196735,0,Cash loans,F,N,Y,78750,513531,22747.5,459000,Lower secondary,House / apartment,0.0228,2,2/1/2017 20:18,14-07-1952
66145,0,Cash loans,F,Y,Y,225000,1113399,47304,945000,Higher education,House / apartment,0.04622,1,8/28/2016 19:27,14-07-1958
140329,0,Cash loans,F,Y,Y,225000,1324440,47700,1170000,Secondary / secondary special,House / apartment,0.008019,2,8/1/2017 19:23,20-11-1958
184829,0,Cash loans,F,N,Y,49500,270000,15075,270000,Secondary / secondary special,House / apartment,0.031329,2,12/17/2015 12:48,25-03-1948
69990,0,Cash loans,M,N,Y,112500,285723,23035.5,238500,Secondary / secondary special,House / apartment,0.00733,2,6/30/2016 21:46,10/5/1989
62116,0,Cash loans,M,N,Y,180000,315000,16213.5,315000,Higher education,House / apartment,0.026392,2,1/15/2016 7:07,16-06-1964
158664,0,Cash loans,M,Y,N,202500,942300,26041.5,675000,Secondary / secondary special,House / apartment,0.02461,2,2/4/2015 16:48,17-08-1981
73152,0,Cash loans,M,N,N,67500,74628,7965,67500,Secondary / secondary special,House / apartment,0.018209,3,8/9/2016 16:03,1/3/1978
162204,1,Cash loans,F,N,Y,112500,227520,18103.5,180000,Secondary / secondary special,House / apartment,0.018029,3,9/23/2015 23:27,3/6/1957
184622,0,Cash loans,M,N,Y,135000,562500,28849.5,562500,Secondary / secondary special,House / apartment,0.026392,2,2/20/2015 2:37,28-09-1957
131598,1,Cash loans,M,N,N,112500,444420,22819.5,337500,Secondary / secondary special,House / apartment,0.009549,2,1/28/2017 6:16,12/12/1959
187409,0,Cash loans,F,N,Y,126000,318411,18409.5,288000,Secondary / secondary special,House / apartment,0.072508,1,3/2/2018 3:31,8/12/1993
195453,0,Revolving loans,M,Y,N,292500,180000,9000,180000,Secondary / secondary special,House / apartment,0.018029,3,10/19/2015 21:39,25-05-1990
146927,0,Cash loans,F,Y,Y,67500,450000,21888,450000,Secondary / secondary special,House / apartment,0.007114,2,9/28/2017 1:50,25-10-1992
142496,0,Cash loans,M,Y,N,189000,1436850,46480.5,1125000,Higher education,House / apartment,0.003813,2,11/2/2018 21:17,30-01-1967
170270,0,Cash loans,F,N,Y,90000,107820,5503.5,90000,Secondary / secondary special,House / apartment,0.026392,2,7/12/2016 17:03,5/2/1952
144643,0,Cash loans,F,N,N,58500,675000,21906,675000,Secondary / secondary special,Municipal apartment,0.009657,2,6/25/2018 23:10,14-04-1997
114796,0,Cash loans,F,N,N,90000,343800,16155,225000,Secondary / secondary special,House / apartment,0.007305,3,1/24/2016 18:32,25-01-1991
181509,0,Cash loans,M,N,N,85500,270000,7555.5,270000,Incomplete higher,With parents,0.018801,2,10/27/2015 20:24,16-07-1989
143795,0,Cash loans,M,N,Y,90000,443088,26923.5,382500,Higher education,House / apartment,0.003813,2,10/23/2018 15:41,7/1/1995
93445,0,Cash loans,M,N,Y,315000,1078200,31522.5,900000,Secondary / secondary special,House / apartment,0.003122,3,12/14/2015 4:05,5/2/1952
151195,0,Cash loans,M,N,Y,135000,358344,23031,283500,Higher education,House / apartment,0.035792,2,2/11/2016 14:43,9/4/1977
107808,0,Cash loans,M,Y,Y,112500,573628.5,24435,463500,Secondary / secondary special,House / apartment,0.003813,2,8/31/2017 5:36,6/2/1950
144816,0,Cash loans,F,N,Y,180000,594261,32368.5,513000,Secondary / secondary special,House / apartment,0.007274,2,9/27/2017 7:12,27-06-1958
158378,0,Cash loans,F,N,Y,360000,2013840,53253,1800000,Secondary / secondary special,House / apartment,0.018801,2,5/15/2018 16:46,16-01-1962
83671,0,Revolving loans,F,N,N,81000,202500,10125,202500,Secondary / secondary special,With parents,0.018801,2,6/4/2015 4:13,12/2/1969
145413,0,Revolving loans,F,N,Y,135000,270000,13500,270000,Incomplete higher,House / apartment,0.031329,2,1/7/2017 15:45,10/8/1955
99462,0,Cash loans,F,N,Y,157500,558841.5,28660.5,499500,Higher education,House / apartment,0.025164,2,8/29/2018 20:44,11/7/1954
139928,0,Cash loans,F,N,Y,99000,985500,32697,985500,Secondary / secondary special,House / apartment,0.026392,2,5/20/2015 15:07,27-05-1957
67038,0,Cash loans,M,N,Y,135000,1354500,39604.5,1354500,Higher education,House / apartment,0.008866,2,3/27/2018 18:12,9/10/1986
106564,0,Cash loans,F,N,Y,337500,414229.5,30145.5,342000,Higher education,House / apartment,0.032561,1,1/4/2018 7:33,18-03-1989
71539,0,Cash loans,F,N,Y,112500,284400,16456.5,225000,Secondary / secondary special,House / apartment,0.028663,2,3/11/2017 4:31,19-03-1951
163225,0,Cash loans,F,N,N,81000,675000,24799.5,675000,Secondary / secondary special,House / apartment,0.020713,3,7/21/2016 18:49,13-06-1968
141692,0,Cash loans,F,N,Y,202500,312768,16096.5,270000,Secondary / secondary special,Municipal apartment,0.032561,1,9/10/2015 2:23,26-08-1953
178194,0,Cash loans,F,N,Y,67500,182016,11979,144000,Higher education,House / apartment,0.008866,2,1/1/2018 22:41,1/6/1962
147506,0,Cash loans,F,N,N,135000,679500,19867.5,679500,Higher education,House / apartment,0.01885,2,6/6/2015 1:02,9/8/1965
48203,1,Cash loans,M,Y,Y,135000,225000,23625,225000,Secondary / secondary special,House / apartment,0.01452,2,7/20/2018 4:26,17-02-1961
168865,0,Cash loans,F,N,Y,90000,182286,18805.5,171000,Secondary / secondary special,House / apartment,0.00702,2,4/5/2015 9:02,8/10/1993
108712,1,Cash loans,F,N,Y,144000,481176,24696,360000,Secondary / secondary special,House / apartment,0.035792,2,8/8/2015 12:09,20-09-1948
111534,0,Cash loans,F,N,Y,45000,491823,21793.5,373500,Higher education,With parents,0.009657,2,9/7/2017 20:56,9/8/1952
188537,0,Cash loans,F,N,Y,112500,808650,26217,675000,Secondary / secondary special,Rented apartment,0.018634,2,10/29/2016 22:38,26-01-1982
177264,0,Revolving loans,M,N,N,405000,540000,27000,540000,Secondary / secondary special,House / apartment,0.026392,2,11/26/2015 16:51,24-04-1968
175820,0,Cash loans,F,N,Y,180000,1078200,28570.5,900000,Secondary / secondary special,House / apartment,0.00712,2,8/26/2016 12:20,18-05-1991
70679,0,Cash loans,F,N,Y,135000,545040,36553.5,450000,Secondary / secondary special,House / apartment,0.011703,2,3/1/2016 14:48,4/12/1951
166799,0,Cash loans,F,N,Y,144000,314100,13963.5,225000,Secondary / secondary special,House / apartment,0.020713,2,9/5/2016 14:26,30-01-1962
102518,0,Cash loans,M,Y,Y,189000,900000,26446.5,900000,Higher education,With parents,0.01885,2,10/11/2017 14:06,10/9/1955
69981,0,Cash loans,F,N,N,135000,360000,15858,360000,Higher education,House / apartment,0.015221,2,11/1/2017 8:28,22-08-1981
83403,0,Cash loans,F,N,N,54000,1350000,51421.5,1350000,Secondary / secondary special,House / apartment,0.005144,2,6/9/2015 7:12,12/4/1986
64466,0,Cash loans,F,N,N,112500,254700,24808.5,225000,Secondary / secondary special,House / apartment,0.028663,2,8/7/2016 7:26,22-08-1964
107088,0,Cash loans,F,N,Y,270000,490495.5,38088,454500,Secondary / secondary special,House / apartment,0.006207,2,5/19/2016 19:01,17-03-1962
106220,0,Revolving loans,M,Y,N,180000,540000,27000,540000,Secondary / secondary special,House / apartment,0.031329,2,9/14/2018 19:00,25-09-1961
129387,0,Revolving loans,F,N,Y,135000,247500,12375,247500,Secondary / secondary special,House / apartment,0.010147,2,1/13/2018 19:46,25-04-1964
